row_id,n_tokens,suffix3,label,CharBiRNN__seed42,CharBiRNN__seed7,CharBiRNN__seed123,CharBiRNN__seed2024,CharBiRNN__seed777,CharBiLSTM__seed42,CharBiLSTM__seed7,CharBiLSTM__seed123,CharBiLSTM__seed2024,CharBiLSTM__seed777,CharBiGRU__seed42,CharBiGRU__seed7,CharBiGRU__seed123,CharBiGRU__seed2024,CharBiGRU__seed777,CharTransformer__seed42,CharTransformer__seed7,CharTransformer__seed123,CharTransformer__seed2024,CharTransformer__seed777,WordBiRNN__seed42,WordBiRNN__seed7,WordBiRNN__seed123,WordBiRNN__seed2024,WordBiRNN__seed777,WordBiLSTM__seed42,WordBiLSTM__seed7,WordBiLSTM__seed123,WordBiLSTM__seed2024,WordBiLSTM__seed777,WordBiGRU__seed42,WordBiGRU__seed7,WordBiGRU__seed123,WordBiGRU__seed2024,WordBiGRU__seed777,WordTransformer__seed42,WordTransformer__seed7,WordTransformer__seed123,WordTransformer__seed2024,WordTransformer__seed777
493,2,yid,0,0.001128,0.000558,0.000833,0.001936,0.00013,0.001244,0.000325,0.000315,0.000996,0.001156,0.000731,0.004513,0.00059,0.001099,0.0016,0.000479,0.000391,0.000449,0.000549,0.000437,0.000157,2.7e-05,0.000225,0.00016,0.00013,0.000166,6.5e-05,0.000132,0.00019,7.6e-05,0.000315,0.00046,0.000206,0.000233,0.000476,0.001298,0.001142,0.001237,0.000843,0.001049
494,3,kti,0,0.052171,0.085179,0.057759,0.048201,0.254051,0.180891,0.132061,0.032525,0.015862,0.093733,0.032949,0.052602,0.038829,0.089021,0.103359,0.017951,0.006754,0.020243,0.014914,0.01317,0.013483,0.006229,0.278619,0.290426,0.078488,0.278725,0.000971,0.030952,0.025834,0.013509,0.46346,0.003244,0.031064,0.03098,0.00062,0.060494,0.026262,0.018725,0.003222,0.102868
495,2,tno,0,0.004825,0.003526,0.002643,0.001025,0.001328,0.00031,0.00183,0.000548,0.000339,0.001853,0.002164,0.005539,0.000804,0.006855,0.002506,0.000742,0.000494,0.000639,0.000556,0.000809,2.2e-05,0.000737,0.000233,0.001564,0.005213,0.000818,0.008363,0.000272,0.00083,0.064773,0.004516,0.006013,0.000864,0.000638,0.01062,0.003479,0.000906,0.06562,0.000951,0.001064
496,1,pah,1,0.999841,0.990115,0.99884,0.999499,0.995162,0.991062,0.99752,0.983758,0.987612,0.993918,0.994149,0.997868,0.998446,0.989931,0.999292,0.997959,0.997222,0.996937,0.998944,0.997866,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
497,2,lik,0,0.000175,0.000293,0.002321,0.000806,0.001633,0.001828,0.000519,0.000135,0.000225,0.000656,0.000724,0.000613,0.000711,0.000912,0.001656,0.000748,0.00036,0.000868,0.000456,0.000603,0.000118,0.000128,0.000153,0.00086,0.000176,3.8e-05,0.000153,1e-06,2e-06,1.2e-05,1.9e-05,0.000666,1e-06,1e-05,1e-06,0.00106,0.00081,0.001296,0.000894,0.001267
498,2,nto,0,0.00083,0.001599,0.005925,0.001345,0.000504,0.003348,0.001936,0.001202,0.002123,0.001305,0.001015,0.003667,0.002217,0.001267,0.004981,0.000133,0.000359,0.000271,0.000308,0.00033,0.019468,0.00038,0.005709,0.011415,0.00773,0.015639,0.00278,0.002587,0.003826,0.008498,0.004732,0.011751,0.000995,0.003454,0.004198,0.001879,0.000867,0.021492,0.000877,0.003427
499,3,yah,1,0.937721,0.794444,0.962932,0.945559,0.96939,0.291338,0.838086,0.955901,0.38434,0.783111,0.887562,0.899561,0.819391,0.886356,0.948099,0.984964,0.99913,0.984695,0.997764,0.995624,0.920963,0.947126,0.99611,0.921576,0.971423,0.980817,0.999209,0.680661,0.999639,0.93027,0.983727,0.935608,0.862866,0.992657,0.964077,0.99871,0.990596,0.998131,0.998821,0.99857
500,1,ofa,0,0.022593,0.047591,0.058034,0.146303,0.0728,0.014316,0.070668,0.071565,0.014643,0.047749,0.027638,0.05443,0.027971,0.029272,0.077279,0.072852,0.007499,0.008736,0.01234,0.075574,0.002233,0.000213,0.000932,0.001322,0.000608,0.00288,0.01891,0.000283,0.000496,0.000171,0.004634,0.010765,0.000153,0.000582,0.000101,0.001169,0.000836,0.001271,0.000834,0.000968
501,2,wan,0,0.002284,0.000566,0.002197,0.000701,0.007306,0.004028,0.01357,0.003189,0.00115,0.032329,0.028912,0.001698,0.003585,0.012744,0.001772,0.000345,0.000619,0.002376,0.001057,0.000668,0.000487,8.3e-05,0.009587,0.003452,0.001728,0.001518,0.00286,0.006374,0.005234,0.065403,0.002209,0.003502,0.004737,0.001005,0.001516,0.001696,0.001056,0.008855,0.00108,0.001526
502,2,sih,1,0.620825,0.441952,0.460447,0.1021,0.252794,0.533524,0.691729,0.742702,0.708843,0.547328,0.707822,0.334091,0.971439,0.663286,0.907734,0.997413,0.993933,0.969869,0.997535,0.638033,0.563957,0.590659,0.557568,0.588946,0.64356,0.815186,0.769431,0.718762,0.717867,0.576578,0.763679,0.73708,0.719486,0.59271,0.752536,0.586368,0.659327,0.69002,0.561238,0.554502
503,1,sem,1,0.99131,0.200012,0.111522,0.95442,0.764658,0.643873,0.610457,0.64471,0.959375,0.907776,0.275487,0.651319,0.791509,0.933337,0.991019,0.585859,0.946153,0.827864,0.435557,0.709339,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
504,2,odo,0,0.001079,0.000219,0.000525,0.000672,0.000303,0.002636,0.003257,0.001893,0.002486,0.005259,0.003738,0.002289,0.001794,0.005282,0.01144,0.000648,0.000314,0.006343,0.00042,0.001869,0.005062,0.000143,0.001264,0.018351,0.001991,0.000518,6.8e-05,0.000736,0.000843,0.001036,0.000606,7.5e-05,0.000154,0.000766,0.000769,0.001324,0.001039,0.001298,0.000862,0.00116
505,1,nto,0,0.000277,0.00174,0.001331,0.0012,0.00244,0.001463,0.003336,0.000628,0.003023,0.00538,0.000804,0.001753,0.00332,0.000718,0.001325,0.000518,0.000369,0.000267,0.000453,0.000577,0.061465,0.001412,0.022985,0.036922,0.093969,0.08551,0.026856,0.053865,0.045189,0.051902,0.142155,0.050827,0.09529,0.017175,0.027612,0.001306,0.000895,0.0078,0.001068,0.067434
506,2,ari,1,0.998631,0.998036,0.999759,0.999517,0.998131,0.994985,0.990791,0.997519,0.995418,0.989895,0.985712,0.992918,0.997851,0.991531,0.992057,0.999327,0.999098,0.996974,0.998598,0.998428,0.998666,0.993129,0.997648,0.997483,0.996806,0.999541,0.994095,0.996767,0.995947,0.993664,0.997968,0.991672,0.995365,0.998001,0.999347,0.998023,0.998823,0.998444,0.998816,0.997423
507,3,ami,0,0.001846,0.000355,0.001281,0.002571,0.000443,0.00196,0.001997,0.000628,0.001521,0.004648,0.002665,0.000683,0.001233,0.006886,0.007564,0.000261,0.000462,0.000542,0.000465,0.000657,0.002763,4.4e-05,0.000384,0.000253,0.001653,0.000223,2.2e-05,7.6e-05,6e-06,0.000159,2.4e-05,1.1e-05,7e-06,1.1e-05,4.6e-05,0.001367,0.001153,0.00208,0.000879,0.001129
508,2,tri,0,0.997172,0.998305,0.993796,0.992208,0.996098,0.989747,0.987197,0.929981,0.977154,0.931386,0.979393,0.973754,0.983329,0.984192,0.975357,0.997801,0.999007,0.9986,0.997093,0.982192,0.991765,0.996739,0.997811,0.998832,0.990312,0.995609,0.976342,0.999601,0.978753,0.996248,0.995434,0.987546,0.999813,0.971427,0.995253,0.998187,0.998802,0.998076,0.920409,0.998783
509,1,uro,0,0.003105,0.012736,0.004662,0.000679,0.000276,0.013514,0.078458,0.046655,0.052361,0.013281,0.01972,0.037649,0.047747,0.015749,0.011693,0.137837,0.098589,0.002943,0.293191,0.572576,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
510,1,mah,1,0.912826,0.979751,0.624086,0.738631,0.794148,0.909177,0.98099,0.971207,0.971243,0.92545,0.916336,0.861122,0.966509,0.929587,0.892626,0.994205,0.997441,0.995116,0.996857,0.996866,0.944711,0.999788,0.913437,0.987518,0.992707,0.979194,0.985873,0.41918,0.948162,0.980103,0.98828,0.988139,0.769452,0.814643,0.993392,0.998535,0.998885,0.998474,0.997059,0.991509
511,3,zah,1,0.999875,0.999958,0.999683,0.999931,0.998851,0.999552,0.999745,0.999774,0.999856,0.998896,0.999736,0.9993,0.999861,0.999747,0.999879,0.999405,0.999432,0.999306,0.999513,0.999395,0.999853,0.999721,0.999925,0.999804,0.999375,0.999778,0.999837,0.999898,0.99999,0.99965,0.999917,0.999985,0.999994,0.999999,0.999986,0.998165,0.998561,0.997769,0.998529,0.996804
512,2,win,0,0.000761,0.001711,0.000599,0.002214,0.000569,0.003506,0.002243,0.00049,0.00237,0.005607,0.001143,0.002352,0.001387,0.001996,0.002813,0.000723,0.000478,0.000455,0.000506,0.000543,0.000271,0.000838,0.000257,0.001281,0.000384,0.000499,0.001425,0.000153,0.001125,0.000367,0.000144,0.000853,6.8e-05,0.001096,0.000181,0.001571,0.000949,0.001322,0.000819,0.001115
513,2,mri,0,0.094942,0.162852,0.318878,0.308246,0.059997,0.181343,0.207668,0.221778,0.261503,0.30166,0.017274,0.226512,0.028948,0.172487,0.113109,0.175037,0.837012,0.307803,0.182888,0.790209,0.074648,0.000156,0.037473,0.011583,0.002915,0.023048,0.00034,0.002049,0.004405,0.009032,0.02656,0.001402,0.08857,0.000128,0.000273,0.001886,0.001303,0.002546,0.000908,0.004586
514,2,kah,1,0.959369,0.798969,0.966286,0.99011,0.74213,0.92579,0.981781,0.90922,0.964716,0.957696,0.910687,0.721795,0.926813,0.900333,0.96894,0.968951,0.99523,0.990799,0.980152,0.952129,0.641408,0.990236,0.965512,0.999206,0.999409,0.940089,0.996156,0.694845,0.999877,0.99916,0.927558,0.958263,0.657936,0.999948,0.997719,0.99841,0.997949,0.998267,0.998823,0.998852
515,3,tri,1,0.999234,0.998413,0.999661,0.999297,0.999702,0.999485,0.999898,0.999257,0.999359,0.999796,0.998273,0.999475,0.999236,0.999866,0.999645,0.999462,0.999527,0.999294,0.999662,0.999586,0.999818,0.998484,0.998654,0.999386,0.999228,0.999386,0.995872,0.999322,0.999673,0.998571,0.999504,0.998347,0.999381,0.999157,0.998992,0.998188,0.998587,0.997632,0.998357,0.99837
516,1,rno,0,6.1e-05,0.000355,0.001987,0.000281,0.001652,0.00501,0.006261,0.008873,0.015086,0.00366,0.001092,0.006092,0.002525,0.001917,0.006167,0.068559,0.005956,0.002737,0.022459,0.001511,0.00723,0.000878,0.010231,0.001423,0.000569,0.163359,0.00718,0.013603,0.033496,0.024614,0.039575,0.013087,0.008729,0.000416,0.010294,0.001866,0.00111,0.007879,0.001078,0.01041
517,1,nah,1,0.985089,0.986479,0.94208,0.611483,0.998774,0.964574,0.973167,0.945211,0.951606,0.960985,0.914423,0.796022,0.931212,0.986303,0.981389,0.960996,0.984314,0.809007,0.925487,0.98461,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
518,3,nda,0,0.014821,0.021121,0.030581,0.014785,0.009792,0.006998,0.149288,0.001824,0.012106,0.039476,0.088363,0.032554,0.023312,0.093843,0.010039,0.024588,0.001445,0.000969,0.000926,0.010431,0.000506,1.6e-05,6.2e-05,0.000996,0.001156,1.7e-05,8e-06,2.2e-05,0.000141,0.000748,8e-06,1.8e-05,4e-05,1.7e-05,0.0002,0.001705,0.001108,0.001465,0.000916,0.001253
519,2,uda,0,0.002667,0.022401,0.019378,0.005679,0.02228,0.006611,0.031957,0.003625,0.002901,0.056194,0.014793,0.020053,0.001606,0.02278,0.010173,0.000606,0.002483,0.001391,0.001684,0.001255,0.000106,0.00013,9.3e-05,0.001234,7.5e-05,0.000471,0.000259,2e-06,0.000416,0.000162,0.000124,0.001234,5e-05,0.00052,5.9e-05,0.001226,0.001011,0.001514,0.000832,0.001077
520,1,rah,1,0.997928,0.995408,0.997346,0.999935,0.999957,0.991783,0.998441,0.998347,0.997899,0.995703,0.998239,0.999732,0.999623,0.999432,0.993498,0.996735,0.998447,0.997536,0.998645,0.998732,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
521,2,nah,1,0.999842,0.999408,0.99437,0.999777,0.991274,0.998117,0.997044,0.999108,0.998778,0.995009,0.995286,0.9857,0.999354,0.996597,0.99958,0.999314,0.998627,0.997271,0.999245,0.998044,0.860815,0.889851,0.753366,0.899314,0.894963,0.941515,0.889294,0.857924,0.880512,0.925231,0.955802,0.843081,0.882433,0.896036,0.919803,0.88073,0.845866,0.960383,0.872119,0.878731
522,3,stu,0,0.013992,0.02624,0.03722,0.009977,0.023228,0.006063,0.057271,0.001863,0.001475,0.06561,0.027452,0.040812,0.007016,0.005174,0.011817,0.001233,0.004584,0.003927,0.000833,0.004188,0.068232,0.007041,0.009783,0.006038,0.001556,0.001234,0.000302,0.000844,0.004476,0.000724,0.000285,0.000204,0.000731,0.001261,0.002149,0.001479,0.001317,0.002601,0.000935,0.001748
523,2,nus,0,0.00624,0.008589,0.011686,0.001081,0.000755,0.002253,0.00211,0.00031,0.000142,0.00237,0.001217,0.014015,0.003848,0.004839,0.006213,0.00066,0.000517,0.000761,0.000471,0.001408,0.000581,0.000358,0.005679,0.000438,0.000384,0.00015,0.005882,0.002294,0.001423,0.002155,0.002779,0.006071,0.000766,8e-06,0.000675,0.001807,0.00126,0.002073,0.000933,0.001209
524,1,nah,1,0.999761,0.999827,0.999909,0.999714,0.999638,0.997153,0.999082,0.998761,0.998503,0.997978,0.997572,0.999344,0.999538,0.999029,0.99934,0.998817,0.997945,0.997254,0.999005,0.998355,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
525,2,ani,1,0.998321,0.997569,0.998407,0.997823,0.996649,0.98894,0.99577,0.994653,0.988075,0.996932,0.99306,0.997239,0.996643,0.992028,0.990732,0.99921,0.999466,0.998624,0.99864,0.9992,0.993174,0.99712,0.981473,0.999553,0.993812,0.991281,0.994448,0.9954,0.997017,0.994809,0.990678,0.991941,0.995976,0.997653,0.996904,0.998456,0.999,0.998199,0.998854,0.99887
526,2,ani,1,0.993647,0.996365,0.996914,0.999397,0.99948,0.995246,0.996285,0.998635,0.990036,0.998249,0.992685,0.998585,0.990791,0.997589,0.992322,0.997403,0.996617,0.993934,0.997827,0.997464,0.587976,0.542792,0.566909,0.634653,0.620387,0.605326,0.604396,0.602184,0.633924,0.612521,0.634842,0.593309,0.602124,0.601285,0.622389,0.549982,0.556574,0.573195,0.51686,0.600849
527,2,tra,0,0.000406,0.005386,0.000559,0.000487,0.000579,0.003899,0.004483,0.002253,0.01318,0.002105,0.004154,0.002315,0.001274,0.000986,0.007822,0.000487,0.00064,0.000894,0.000487,0.008083,0.002538,0.000812,0.000116,0.000433,0.000108,4.9e-05,0.000446,0.000178,3e-06,6.3e-05,0.00017,0.001555,0.000359,9e-06,2e-05,0.001821,0.001024,0.001931,0.000951,0.001336
528,2,ini,1,0.998678,0.99698,0.994802,0.999848,0.998284,0.999369,0.99942,0.998927,0.998921,0.999164,0.993485,0.99672,0.998887,0.999198,0.99835,0.999517,0.999644,0.999344,0.999494,0.999525,0.99953,0.999657,0.998088,0.99994,0.999832,0.999647,0.999353,0.999694,0.999873,0.999599,0.999377,0.99835,0.999728,0.999884,0.99939,0.998684,0.998972,0.998645,0.998794,0.998842
529,2,ani,1,0.985129,0.975835,0.932274,0.996145,0.972014,0.875386,0.988896,0.743274,0.842711,0.936921,0.974855,0.986503,0.996532,0.931699,0.98022,0.987761,0.957374,0.974804,0.922158,0.956018,0.933677,0.860944,0.977036,0.809566,0.366325,0.862884,0.994039,0.932034,0.895082,0.963536,0.60621,0.991398,0.968045,0.573031,0.737026,0.997177,0.998681,0.888306,0.950841,0.985299
530,3,pta,0,0.113591,0.07448,0.084425,0.04822,0.097255,0.020626,0.361584,0.034204,0.005106,0.248074,0.04145,0.092421,0.010319,0.026803,0.021074,0.004299,0.003398,0.004649,0.002421,0.000995,0.001494,0.011489,0.014209,0.038219,0.117421,0.001529,0.000386,0.153689,0.024814,0.063797,0.01997,0.012948,0.034741,0.009545,0.175817,0.010441,0.005665,0.00672,0.034568,0.018617
531,1,nah,1,0.999953,0.999454,0.999961,0.999991,0.999968,0.999121,0.999796,0.99984,0.999834,0.9998,0.999824,0.999869,0.999692,0.999907,0.999562,0.998659,0.998927,0.99864,0.999474,0.998569,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
532,2,ana,0,0.001519,0.001724,0.001873,0.001131,0.000974,0.00053,0.002,0.000114,0.000979,0.003135,0.00035,0.001866,0.005863,0.003079,0.005733,0.073774,0.007946,0.012423,0.004622,0.038528,8.4e-05,0.003943,0.004121,0.000907,0.000788,9.9e-05,0.009756,0.000605,0.004804,0.00445,0.001109,0.003032,0.000913,0.002636,0.000716,0.001345,0.001025,0.001424,0.001011,0.0011
533,1,sri,0,0.994577,0.84012,0.641541,0.959926,0.952684,0.413697,0.388514,0.350849,0.320222,0.438067,0.728668,0.864651,0.934936,0.292445,0.467174,0.280157,0.209731,0.206315,0.683266,0.545353,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
534,1,ami,1,0.06304,0.225774,0.652488,0.689387,0.480919,0.693396,0.693938,0.229823,0.435944,0.63128,0.633917,0.344684,0.340024,0.249135,0.359237,0.606789,0.518461,0.658103,0.587663,0.120791,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
535,2,nto,0,0.000454,0.00071,0.000967,0.000712,0.000176,0.000315,0.000529,0.000134,0.0003,0.000363,0.000477,0.001123,0.001033,0.000563,0.001119,0.000208,0.00026,0.000232,0.000242,0.000478,0.00087,0.000112,0.001273,0.000298,0.001977,0.000112,0.00029,0.002182,3.3e-05,0.00072,0.001996,0.00057,0.001208,7.9e-05,0.00043,0.001097,0.000905,0.001475,0.000962,0.001176
536,2,nti,1,0.999217,0.998679,0.999379,0.998905,0.999107,0.998868,0.995531,0.99822,0.995504,0.997745,0.998659,0.999127,0.998366,0.991712,0.998656,0.999556,0.99936,0.998984,0.999168,0.999259,0.999936,0.999989,0.999715,0.999793,0.999408,0.99998,0.999973,0.999974,0.999938,0.999503,0.999949,0.999952,0.999885,0.999912,0.999932,0.998466,0.998959,0.998346,0.998873,0.998944
537,1,tin,0,0.984722,0.983402,0.912027,0.844038,0.882248,0.925883,0.915781,0.600094,0.793158,0.925158,0.709736,0.878248,0.941499,0.793575,0.812362,0.961143,0.75811,0.893139,0.826941,0.933551,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
538,1,yah,1,0.999989,0.999938,0.999973,1.0,1.0,0.997207,0.999024,0.998972,0.998894,0.997279,0.999672,0.999948,0.99983,0.999579,0.999135,0.999448,0.998468,0.99903,0.999219,0.998324,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
539,2,din,0,4.9e-05,0.001052,0.000162,0.000664,0.000522,0.001185,0.001241,3.3e-05,7.7e-05,0.00129,0.000195,0.000507,4.5e-05,0.000733,0.001245,0.000103,0.000264,0.000218,0.000374,0.000386,6.7e-05,3.2e-05,0.000982,0.001553,0.001883,0.000697,6.9e-05,9.6e-05,0.000253,0.000441,0.000314,9.3e-05,8.7e-05,0.000101,0.000255,0.002418,0.001347,0.002573,0.001916,0.004666
540,2,nto,0,0.000476,0.001154,0.002683,0.004351,0.000557,0.000653,0.001915,0.000402,0.000557,0.000114,0.000644,0.001846,0.001111,0.00145,0.003331,0.000253,0.000284,0.000423,0.00027,0.000787,3.5e-05,1.1e-05,0.000321,8.2e-05,0.000199,1.7e-05,1.9e-05,1.2e-05,5e-06,3.3e-05,4.7e-05,1.5e-05,1.2e-05,0.0,6e-06,0.001147,0.000844,0.001452,0.000791,0.001132
541,1,nto,0,0.00112,0.001447,0.002174,0.000966,0.004133,0.001969,0.005263,0.001559,0.00269,0.002708,0.001189,0.001452,0.00276,0.000683,0.003199,8.7e-05,0.000145,0.000262,0.000323,0.000435,0.004358,0.000408,0.086438,0.005372,0.000731,0.047264,0.012406,0.076458,0.007354,0.009528,0.041351,0.036604,0.110284,0.001551,0.007047,0.001651,0.000865,0.002723,0.007367,0.00092
542,1,ter,0,0.027308,0.046119,0.056263,0.008258,0.282064,0.007455,0.071664,0.013276,0.010146,0.033604,0.006595,0.027176,0.019907,0.015287,0.010418,0.00036,0.000477,0.001107,0.001246,0.007078,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
543,1,sih,1,0.948947,0.943648,0.834727,0.892489,0.837476,0.998077,0.970353,0.995583,0.995371,0.991427,0.980004,0.994311,0.994862,0.993949,0.994826,0.823894,0.83616,0.842539,0.972588,0.954157,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
544,2,ani,1,0.99984,0.999598,0.998201,0.99985,0.999839,0.999513,0.999618,0.999779,0.998378,0.999396,0.999239,0.998881,0.999298,0.999156,0.999582,0.999333,0.999314,0.998956,0.999052,0.999633,0.987562,0.999991,0.997363,0.999835,0.999907,0.999314,0.999974,0.999725,0.999312,0.999405,0.997559,0.999989,0.998609,0.999735,0.999718,0.996303,0.998957,0.998305,0.998654,0.998525
545,3,ari,1,0.999438,0.996262,0.996032,0.999552,0.999079,0.999273,0.999351,0.999837,0.99672,0.999352,0.999434,0.998227,0.99869,0.999045,0.999563,0.998998,0.999252,0.999075,0.999015,0.999432,0.999789,0.999881,0.999674,0.999963,0.999964,0.999579,0.998892,0.999955,0.999995,0.999799,0.999958,0.999944,0.999935,0.999744,0.999997,0.998434,0.998955,0.998317,0.998282,0.997583
546,2,min,0,0.020329,0.010766,0.009359,0.019292,0.006656,0.866587,0.060667,0.011654,0.019352,0.964403,0.587792,0.113035,0.027426,0.031657,0.90118,0.00151,0.001041,0.003634,0.015711,0.028513,0.587976,0.542792,0.566909,0.634653,0.620387,0.605326,0.604396,0.602184,0.633924,0.612521,0.634842,0.593309,0.602124,0.601285,0.622389,0.549982,0.556574,0.573195,0.51686,0.600849
547,1,yah,1,0.998861,0.99834,0.999302,0.999505,0.999808,0.993256,0.99743,0.987801,0.997068,0.990558,0.996628,0.998357,0.999308,0.995436,0.99523,0.998168,0.998382,0.995899,0.99911,0.998316,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
548,2,leh,0,0.000242,0.001244,0.001813,0.001368,0.000757,0.00618,0.005444,0.004528,0.001067,0.005949,0.004127,0.005998,0.000538,0.004774,0.000635,0.00093,0.000661,0.001395,0.001571,0.000799,0.000184,0.000111,0.000266,0.000136,0.000131,8.8e-05,6.5e-05,8e-06,8e-06,0.000158,0.000236,0.000122,9.3e-05,9.9e-05,0.000197,0.001295,0.001508,0.001372,0.000953,0.001302
549,1,jri,0,0.018679,0.026136,0.246463,0.331609,0.093961,0.157426,0.312205,0.061416,0.14962,0.078087,0.100768,0.084732,0.134678,0.066566,0.250258,0.047917,0.002233,0.001864,0.007104,0.058878,0.08951,0.513104,0.007992,0.00035,0.99653,0.125885,0.181689,0.00386,7.1e-05,0.061344,0.034392,0.068349,0.003173,0.00196,0.129036,0.001711,0.000898,0.01432,0.001589,0.001103
550,2,nah,1,0.997346,0.996858,0.987926,0.998776,0.993946,0.998925,0.998937,0.998197,0.998215,0.994971,0.991888,0.989698,0.996464,0.998631,0.99885,0.999244,0.999351,0.997023,0.997947,0.996992,0.980917,0.989943,0.966496,0.982974,0.985638,0.983218,0.978117,0.967136,0.965194,0.950201,0.99246,0.974135,0.962872,0.981457,0.986813,0.994951,0.960361,0.991833,0.991782,0.984339
551,3,afa,0,0.000964,0.001685,0.004959,0.001301,0.006313,0.003587,0.011177,0.001529,0.00084,0.006273,0.028124,0.004671,0.009084,0.014642,0.013091,0.001435,0.001216,0.001694,0.000937,0.002201,0.002014,0.00525,0.009133,0.001897,0.003299,4.5e-05,0.000106,1.6e-05,1.4e-05,0.000955,5e-06,2.3e-05,9.4e-05,1.6e-05,0.000102,0.001989,0.001271,0.00814,0.001288,0.004627
552,1,yah,0,0.00072,0.001667,0.000923,0.003613,0.034564,0.035877,0.020438,0.004891,0.015986,0.037687,0.022776,0.004473,0.001002,0.00551,0.00898,0.003553,0.001066,0.00067,0.000509,0.000562,0.001105,0.000905,0.017416,0.001825,0.000255,0.027232,0.022191,0.002963,0.001485,0.010828,0.006877,0.025405,0.009572,0.001503,0.000583,0.004313,0.000896,0.002138,0.000781,0.004854
553,2,nti,1,0.999257,0.999597,0.999738,0.999881,0.999595,0.999379,0.996644,0.997669,0.997357,0.997794,0.998668,0.999439,0.999425,0.992694,0.993379,0.998792,0.999265,0.999222,0.999281,0.998592,0.999707,0.999989,0.999384,0.999426,0.999902,0.999903,0.999551,0.998944,0.999693,0.999422,0.999499,0.999863,0.998168,0.999954,0.999537,0.998724,0.998988,0.998648,0.998852,0.998926
554,3,ssa,1,0.999727,0.998775,0.998624,0.999373,0.999893,0.998737,0.998499,0.998182,0.999118,0.998487,0.996715,0.998911,0.997787,0.997014,0.998826,0.999628,0.999561,0.999537,0.999692,0.999381,0.999944,0.999971,0.998698,0.997192,0.998022,0.999826,0.999983,0.999915,0.999941,0.998063,0.999906,0.999969,0.999917,0.9999,0.998912,0.99743,0.998553,0.99763,0.998167,0.997422
555,1,sal,0,0.013036,0.019534,0.012113,0.010197,0.038951,0.030031,0.03245,0.046426,0.01275,0.092927,0.032725,0.011609,0.046226,0.030168,0.081676,0.000416,0.001883,0.001925,0.001016,0.001267,0.003319,0.004003,0.069216,0.021005,0.08342,0.007768,0.017468,0.027827,0.006682,0.008661,0.013183,0.013565,0.02265,0.023808,0.012354,0.001386,0.000797,0.001471,0.000926,0.000971
