row_id,suffix3,type,category,label,predicted,n_tokens,ending,ending_len,ending_n,ending_female_share,first_token,first_n,first_female_share,unseen_tokens,reason
196,hin,false negative,misleading ending,1,0,3,ihin,4,37,0.1351351351351351,andi,480,0.1458333333333333,0,ending is 86 percent male across 37 training names
197,eny,false negative,first token overrides the ending,1,0,4,eny,3,35,0.8857142857142857,johanes,43,0.0,0,"first token johanes is 100 percent male across 43 training names, against the ending"
198,smi,false negative,"ending agrees, cause elsewhere",1,0,3,smi,3,34,0.8235294117647058,jauzi,0,,2,"ending is 82 percent female across 34 training names, which agrees with the true label, so the error comes from elsewhere"
199,riq,false negative,misleading ending,1,0,4,riq,3,34,0.0,nabil,24,0.0,1,ending is 100 percent male across 34 training names
200,ony,false negative,misleading ending,1,0,3,hony,4,33,0.0606060606060606,derryl,0,,1,ending is 94 percent male across 33 training names
201,hil,false negative,misleading ending,1,0,2,dhil,4,31,0.0,luthfi,122,0.0655737704918032,0,ending is 100 percent male across 31 training names
202,jib,false negative,misleading ending,1,0,1,jib,3,31,0.032258064516129,rajib,1,0.0,0,ending is 97 percent male across 31 training names
203,kur,false negative,misleading ending,1,0,3,kur,3,30,0.0333333333333333,abert,0,,1,ending is 97 percent male across 30 training names
204,ohm,false negative,ending rare,1,0,4,rohm,4,2,0.0,dandi,21,0.0,2,ending seen only 2 times in training
205,soe,false negative,ending never seen,1,0,5, soe,4,0,,arnoldus,6,0.0,1,ending never seen in training
206,ann,false negative,ending never seen,1,0,4,fann,4,0,,muhamad,1714,0.0005834305717619,2,ending never seen in training
207,aah,false positive,ending balanced,0,1,3,ah,2,9514,0.5044145469833929,ananda,168,0.4702380952380952,1,ending is balanced at 50 percent female across 9514 training names
208,nto,false positive,first token overrides the ending,0,1,3,anto,4,5931,0.0237733940313606,nabila,210,0.9809523809523808,0,"first token nabila is 98 percent female across 210 training names, against the ending"
209,ani,false positive,misleading ending,0,1,3,iani,4,1924,0.9911642411642412,zahra,79,1.0,0,ending is 99 percent female across 1924 training names
210,ama,false positive,"ending agrees, cause elsewhere",0,1,3,tama,4,1915,0.0344647519582245,marevi,0,,1,"ending is 97 percent male across 1915 training names, which agrees with the true label, so the error comes from elsewhere"
211,ika,false positive,ending balanced,0,1,3,ika,3,1139,0.5750658472344161,felda,2,0.0,1,ending is balanced at 58 percent female across 1139 training names
212,nda,false positive,first token overrides the ending,0,1,3,anda,4,995,0.3899497487437185,nabila,210,0.9809523809523808,0,"first token nabila is 98 percent female across 210 training names, against the ending"
213,ari,false positive,misleading ending,0,1,2,tari,4,919,0.956474428726877,lintang,46,0.6956521739130435,1,ending is 96 percent female across 919 training names
214,ari,false positive,misleading ending,0,1,3,tari,4,919,0.956474428726877,virgi,3,0.3333333333333333,1,ending is 96 percent female across 919 training names
215,ami,false positive,misleading ending,0,1,2,ami,3,737,0.7883310719131614,feysa,0,,1,ending is 79 percent female across 737 training names
216,ana,false positive,"ending agrees, cause elsewhere",0,1,3,dana,4,690,0.0391304347826087,alifa,19,1.0,1,"ending is 96 percent male across 690 training names, which agrees with the true label, so the error comes from elsewhere"
217,ana,false positive,"ending agrees, cause elsewhere",0,1,2,mana,4,657,0.060882800608828,lidia,25,1.0,0,"ending is 94 percent male across 657 training names, which agrees with the true label, so the error comes from elsewhere"
218,ani,false positive,"ending agrees, cause elsewhere",0,1,3,hani,4,630,0.6047619047619047,lintang,46,0.6956521739130435,0,"ending is 60 percent female across 630 training names, which agrees with the true label, so the error comes from elsewhere"
219,ana,false positive,ending balanced,0,1,3,yana,4,601,0.4908485856905158,zalva,1,1.0,0,ending is balanced at 49 percent female across 601 training names
220,tri,false positive,misleading ending,0,1,3,itri,4,582,0.9742268041237112,fazira,0,,0,ending is 97 percent female across 582 training names
221,tri,false positive,misleading ending,0,1,3,itri,4,582,0.9742268041237112,tiandra,1,1.0,1,ending is 97 percent female across 582 training names
222,ria,false positive,first token overrides the ending,0,1,2,ria,3,579,0.5198618307426598,vera,52,1.0,0,"first token vera is 100 percent female across 52 training names, against the ending"
223,ika,false positive,misleading ending,0,1,1,tika,4,471,0.8747346072186837,mustika,20,0.9,0,ending is 87 percent female across 471 training names
224,hra,false positive,misleading ending,0,1,3,ahra,4,349,0.982808022922636,maura,9,1.0,1,ending is 98 percent female across 349 training names
225,tya,false positive,first token overrides the ending,0,1,3,itya,4,331,0.0785498489425981,salma,68,1.0,0,"first token salma is 100 percent female across 68 training names, against the ending"
226,fah,false positive,misleading ending,0,1,3,ifah,4,329,0.96048632218845,fani,50,0.78,0,ending is 96 percent female across 329 training names
227,ian,false positive,"ending agrees, cause elsewhere",0,1,3,dian,4,304,0.1052631578947368,azrinna,0,,1,"ending is 89 percent male across 304 training names, which agrees with the true label, so the error comes from elsewhere"
228,oni,false positive,"ending agrees, cause elsewhere",0,1,4,oni,3,281,0.1245551601423487,elizabeth,17,1.0,0,"ending is 88 percent male across 281 training names, which agrees with the true label, so the error comes from elsewhere"
229,uzi,false positive,"ending agrees, cause elsewhere",0,1,3,auzi,4,279,0.039426523297491,gaitza,0,,1,"ending is 96 percent male across 279 training names, which agrees with the true label, so the error comes from elsewhere"
230,udi,false positive,"ending agrees, cause elsewhere",0,1,3,yudi,4,277,0.0433212996389891,naila,24,1.0,0,"ending is 96 percent male across 277 training names, which agrees with the true label, so the error comes from elsewhere"
231,yas,false positive,misleading ending,0,1,3,tyas,4,262,0.950381679389313,arifa,5,1.0,0,ending is 95 percent female across 262 training names
232,sih,false positive,misleading ending,0,1,3,asih,4,247,0.8097165991902834,tri,609,0.458128078817734,0,ending is 81 percent female across 247 training names
233,lla,false positive,misleading ending,0,1,3,illa,4,240,0.7625,keira,0,,3,ending is 76 percent female across 240 training names
234,iya,false positive,"ending agrees, cause elsewhere",0,1,2,iya,3,222,0.6396396396396397,nanda,205,0.5024390243902439,1,"ending is 64 percent female across 222 training names, which agrees with the true label, so the error comes from elsewhere"
235,asa,false positive,"ending agrees, cause elsewhere",0,1,3,asa,3,213,0.1408450704225352,syakirana,0,,2,"ending is 86 percent male across 213 training names, which agrees with the true label, so the error comes from elsewhere"
236,man,false positive,"ending agrees, cause elsewhere",0,1,3,sman,4,180,0.1944444444444444,ghaitsa,5,1.0,0,"ending is 81 percent male across 180 training names, which agrees with the true label, so the error comes from elsewhere"
237,zki,false positive,"ending agrees, cause elsewhere",0,1,3,izki,4,178,0.2528089887640449,prima,70,0.3285714285714285,1,"ending is 75 percent male across 178 training names, which agrees with the true label, so the error comes from elsewhere"
238,yan,false positive,first token overrides the ending,0,1,3,iyan,4,137,0.1021897810218978,adelia,62,1.0,1,"first token adelia is 100 percent female across 62 training names, against the ending"
239,ira,false positive,misleading ending,0,1,3,fira,4,136,0.9705882352941176,suci,153,0.9738562091503268,0,ending is 97 percent female across 136 training names
240,sti,false positive,misleading ending,0,1,3,esti,4,124,0.9596774193548387,maulidya,11,1.0,0,ending is 96 percent female across 124 training names
241,ian,false positive,"ending agrees, cause elsewhere",0,1,3,fian,4,104,0.0384615384615384,messi,0,,1,"ending is 96 percent male across 104 training names, which agrees with the true label, so the error comes from elsewhere"
242,rah,false positive,misleading ending,0,1,3,irah,4,93,0.967741935483871,evanie,1,1.0,0,ending is 97 percent female across 93 training names
243,rah,false positive,misleading ending,0,1,2,irah,4,93,0.967741935483871,fadiyah,3,1.0,1,ending is 97 percent female across 93 training names
244,ani,false positive,"ending agrees, cause elsewhere",0,1,2,mani,4,83,0.6144578313253012,aszka,0,,1,"ending is 61 percent female across 83 training names, which agrees with the true label, so the error comes from elsewhere"
245,ura,false positive,first token overrides the ending,0,1,3,ura,3,78,0.6153846153846154,zahra,79,1.0,0,"first token zahra is 100 percent female across 79 training names, against the ending"
246,aqi,false positive,"ending agrees, cause elsewhere",0,1,3,haqi,4,68,0.0,azura,5,1.0,0,"ending is 100 percent male across 68 training names, which agrees with the true label, so the error comes from elsewhere"
247,ila,false positive,misleading ending,0,1,3,mila,4,67,0.9552238805970148,yumna,2,0.5,0,ending is 96 percent female across 67 training names
248,hir,false positive,"ending agrees, cause elsewhere",0,1,3,hir,3,52,0.0769230769230769,rasya,4,0.5,0,"ending is 92 percent male across 52 training names, which agrees with the true label, so the error comes from elsewhere"
249,i h,false positive,ends in an initial,0,1,4,i h,3,49,0.5306122448979592,ainur,3,0.3333333333333333,0,"name ends in a single-letter initial, so the final characters carry no suffix"
250,isi,false positive,"ending agrees, cause elsewhere",0,1,3,isi,3,49,0.0612244897959183,elbanna,0,,2,"ending is 94 percent male across 49 training names, which agrees with the true label, so the error comes from elsewhere"
251,sia,false positive,misleading ending,0,1,1,esia,4,47,0.8936170212765957,eklesia,0,,0,ending is 89 percent female across 47 training names
252,abi,false positive,"ending agrees, cause elsewhere",0,1,3,abi,3,47,0.1063829787234042,felda,2,0.0,0,"ending is 89 percent male across 47 training names, which agrees with the true label, so the error comes from elsewhere"
253,sia,false positive,misleading ending,0,1,2,esia,4,47,0.8936170212765957,nelsa,0,,1,ending is 89 percent female across 47 training names
254,isa,false positive,first token overrides the ending,0,1,5,risa,4,45,0.7333333333333333,maria,205,0.9951219512195122,1,"first token maria is 100 percent female across 205 training names, against the ending"
255,zia,false positive,misleading ending,0,1,3,zia,3,44,0.9545454545454546,sheryl,3,1.0,0,ending is 95 percent female across 44 training names
256,sti,false positive,ending balanced,0,1,4,usti,4,36,0.4722222222222222,adzra,7,0.8571428571428571,1,ending is balanced at 47 percent female across 36 training names
257,las,false positive,"ending agrees, cause elsewhere",0,1,3,las,3,36,0.0833333333333333,valentine,3,1.0,1,"ending is 92 percent male across 36 training names, which agrees with the true label, so the error comes from elsewhere"
258,num,false positive,misleading ending,0,1,3,anum,4,32,0.96875,nadya,179,1.0,0,ending is 97 percent female across 32 training names
259,gke,false positive,ending rare,0,1,2,ngke,4,3,0.3333333333333333,gustiara,1,1.0,1,ending seen only 3 times in training
260,ash,false positive,ending rare,0,1,2,yash,4,1,0.0,izzatul,1,1.0,0,ending seen only 1 times in training
261,ikh,false positive,ending never seen,0,1,4,fikh,4,0,,keinyza,0,,3,ending never seen in training
